UNIQUE-ID	NAME
TU0-13613	['pyrSR', 'ypdC']
TU0-5843	menBCE
TU0-41739	mpaA
TU0-8863	aslB
TU0-8637	yncD
TU0-13553	yejG
TU00425	icd
TU0-3481	sixA
TU0-14015	yidKJ
TU0-8573	yhaJ
TU0-12908	hemB
TU00363	['umpG', 'pcm']
TU587	['glnK', 'amtB']
TU0-13951	yhhI
TU0-13316	pinQ
TU0-12843	dnaQ
TU0-14479	['hslR', 'hslO']
TU0-13252	ydcF
TU0-6503	gcvR
TU0-14388	mreB
TU00025	galETKM
TU0-5543	['rpmBG', 'mutM']
TU0-13597	yfcZ
TU0-8837	intD
TU0-3862	nhaAR
TU0-13534	dusC
TU0-8619	yjgM
TU0-3304	infC
TU00407	ibpAB
TU0-8556	ybaK
TU0-14	gor
TU00346	['rpsF', 'priB', 'rpsR', 'rplI']
TU0-12889	pdeL
TU0-13933	rpnA
TU0-13299	lsrRK
TU0-12825	yaeH
TU0-14459	potFGHI
TU0-13234	['ynaK', 'ydaY']
TU0-6409	gltX
TU0-14366	ybgTE
TU00009	aroG
TU0-5186	['rsmA', 'apaGH']
TU0-13580	yfbR
TU0-8821	mrr
TU0-36426	tufA
TU0-3	cpxRA
TU0-8601	yieG
TU0-8540	yadD
TU00391	otsA
TU00327	rcsB
TU0-13984	avtA
TU0-13915	['yheO', 'tusDCB']
TU00388	osmB
TU0-12809	lpxC
TU0-13981	ysaB
TU0-13217	pgrR
TU0-12870	insA3B3AB3
TU0-14346	galF
TU0-13277	yncI
TU0-5	['plsX', 'fabHDG']
TU0-14420	symR
TU0-8806	gsk
TU0-6	cysG
TU0-2504	topA
TU0-8874	pepD
TU0-8522	chiX
TU0-13561	ftp
TU00309	['nlpD', 'rpoS']
TU0-3623	ddpXABCDF
TU0-13898	degQS
TU0-8582	yhhA
TU0-12791	satP
TU00371	uhpABC
TU0-14325	ymbA
TU0-13962	yhiD
TU0-13198	['ymiA', 'yciX']
TU0-12852	lafU
TU0-4822	csrC
TU0-13260	ydcH
TU0-8783	dcp
TU0-14398	crp
TU0-2101	['ybjC', 'nfsA', 'rimK', 'ybjN']
TU0-5601	['yicR', 'rpmBG']
TU0-8504	ribC
TU0-8845	ldrC
TU00291	['ribF', 'ileS', 'lspA', 'fkpB', 'ispH']
TU0-13545	psuT
TU0-13881	nlpI
TU0-3422	['ybaB', 'recR']
TU0-1192	['rrsD', 'ileU', 'alaU', 'rrlD', 'rrfD', 'thrV', 'rrfF']
TU0-8564	ybhA
TU0-14306	rlmM
TU00355	selAB
TU0-13177	ycgY
TU0-13943	yhhN
TU0-4562	['dcuB', 'fumB']
TU0-12835	['yaeQ', 'arfB', 'nlpE']
TU0-8763	omrA
TU0-13242	['ydbH', 'ynbE', 'ydbL']
TU0-198686	asflhD
TU0-14375	gspAB
TU0-8488	pepE
TU0-5341	['osmF', 'yehYXW']
TU00274	fliDST
TU0-8829	['insA', '7']
TU0-13865	yqjG
TU0-13525	yehS
TU0-45156	rpmE
TU0-3141	chiA
TU0-1122	dmsABC
TU0-8548	yahN
TU0-14288	mtr
TU00336	['rplM', 'rpsI']
TU0-13160	ycgZ
TU0-13925	yhfZY
TU0-45275	['rrsB', 'gltT', 'rrlB', 'rrfB']
TU0-12817	yadE
TU0-8746	ygbI
TU0-13226	['recET', 'ralR', 'rcbA', 'xisR', 'intR']
TU0-1782	ychF
TU0-14355	rsmB
TU0-8471	pgaABCD
TU0-5082	uidR
TU00257	['dcm', 'vsr']
TU0-8813	ompW
TU0-13847	['ygiF', 'glnE']
TU0-2649	narU
TU0-4444	['seqA', 'pgm']
TU0-8532	tqsA
TU-8439	bglA
TU00319	phoPQ
TU0-14255	['rpmI', 'rplT']
TU0-13906	yhdU
TU0-13142	['nagK', 'cobB']
TU0-12800	kefFC
TU0-45259	pqiABC
TU0-13209	puuAP
TU0-8730	nudI
TU0-14336	['ispG', 'sroE']
TU0-1546	aer
TU0-4907	gapA
TU0-8361	['pcnB', 'folK']
TU0-8793	fadE
TU00241	ascFB
TU0-2422	mgtA
TU0-13830	parC
TU0-8513	ybjX
TU0-44211	xapB
TU00301	modABC
TU0-14237	ypfM
TU0-13890	['elbB', 'mtgA']
TU0-13125	mdtG
TU0-1241	sugE
TU0-45244	pykF
TU0-14316	yhjR
TU0-14812	rnlB
TU0-13185	ychE
TU0-8341	rtcR
TU0-4702	lacZYA
TU00225	['kbl', 'tdh']
TU0-8773	bisC
TU0-13814	pppA
TU0-198696	sfmAC
TU0-44196	allB
TU0-8496	rdlA
TU0-14219	yjjUV
TU00282	['hdeAB', 'yhiD']
TU0-13109	insA4AB4B4
TU0-13873	yraH
TU0-45229	ompF
TU0-1183	['rrsC', 'gltU', 'rrlC', 'rrfC']
TU0-13513	rcnR
TU0-14298	macAB
TU0-14785	flhDC
TU0-13169	ycgL
TU0-8323	['lolB', 'ispE', 'prs']
TU0-45283	osmE
TU00208	rhaT
TU0-8755	ygiD
TU0-13794	['ssrS', 'ygfA']
TU0-1881	iscRSUA
TU0-42697	fucO
TU0-8479	appY
TU487	hupB
TU00265	exbBD
TU0-14202	yjiML
TU0-13856	ygjP
TU0-13091	['mepK', 'gloC']
TU0-45142	pdeL
TU0-45214	pstSCA
TU0-1021	pyrH
TU0-13494	wzzB
TU0-14273	rne
TU0-14751	dpiBA
TU0-13151	['ymfTLMNR', 'beeE', 'jayE', 'ymfQ', 'ycfK', 'tfaP']
TU0-8241	['yebC', 'ruvC']
TU0-45267	['dnaN', 'recF']
TU-8411	fliFGHIJK
TU0-8738	yfgF
TU00192	glyA
TU0-1681	sodB
TU0-13778	yqeB
TU0-8375	ybfHG
TU0-42660	serW
TU00249	chaBC
TU4	paaZ
TU0-13838	['tolC', 'ygiBC']
TU0-14184	yjhE
TU0-44220	nei
TU0-13075	['poxB', 'ltaE', 'ybjT']
TU-8427	narWV
TU0-45199	['xerD', 'dsbC', 'recJ']
TU0-14245	ymdF
TU0-13477	yeeO
TU0-13133	yceQ
TU0-14717	sibC
TU0-45251	cfa
TU0-8143	['talA', 'tktB']
TU0-14820	eno
TU-8387	qseBC
TU0-8351	bssS
TU00176	dps
TU00233	acrAB
TU0-13761	ygeF
TU0-13822	yghB
TU0-42608	['yqaE', 'kbp']
TU0-44204	mngB
TU345	arcA
TU0-14227	qorA
TU0-14166	['ytfQRT', 'yjfF']
TU0-13117	insE4F4EF4
TU0-13058	rhtA
TU0-45236	pfkA
TU0-45183	araFGH
TU0-14797	mgrR
TU0-13457	yedL
TU0-8332	ydhP
TU0-14688	['yliM', 'ompX']
TU00216	glpTQ
TU0-7844	rpsT
TU0-13805	['rsmE', 'gshB']
TU00160	aspA
TU0-4343	['secMA', 'mutT']
TU0-13743	mltA
TU503	cfa
TU0-42583	galETK
TU0-14210	lgoT
TU243	ampC
TU0-13101	yccT
TU0-14150	rsgA
TU0-45221	csrA
TU0-13041	acrZ
TU0-13504	yegP
TU0-45167	murR
TU0-14767	azuCR
TU0-13439	yebK
TU0-8264	symE
TU0-14669	['menA', 'rraA']
TU00200	nhaAR
TU0-7743	ydeO
TU0-13786	idi
TU00143	cynR
TU0-42684	argH
TU0-13726	cas3
TU442	['fabDG', 'acpP']
TU0-42560	degQ
TU0-14193	sgcXBCQAER
TU103	putP
TU0-13083	pflA
TU0-14130	yjdP
TU0-45207	proVWX
TU0-13025	ybfA
TU0-13486	yeeA
TU0-13422	['yobF', 'cspC']
TU0-14740	pepA
TU0-14646	yfgM
TU0-8181	pfkB
TU0-7441	galU
TU-8396	dolP
TU00127	ebgAC
TU00184	livKHMGF
TU0-13709	yqaE
TU0-13769	ygeQ
TU0-42533	['cbpA', 'cbpM']
TU0-42630	sdsN
TU00513	serU
TU358	cydAB
TU0-14114	yjbI
TU0-14174	yjgL
TU0-13007	ybeD
TU0-13066	yliI
TU0-13407	['yeaR', 'yoaG']
TU0-45191	aidB
TU0-14627	trg
TU0-13467	hprRS
TU0-7164	waaA
TU0-14698	mdtEF
TU00111	argD
TU0-8044	gatR_2
TU0-13691	yfjJ
TU00168	mglBAC
TU0-42510	trpL
TU0-13751	['aas', 'lplT']
TU0-8712	yeaL
TU0-42595	metG
TU00497	asnT
TU3	trpCBA
TU0-14091	['ptsA', 'fsaB', 'gldA']
TU0-14158	fklB
TU0-12991	ybdD
TU0-13049	['ybhP', 'clsB', 'ybhN']
TU0-13389	ynjE
TU0-45175	pykA
TU0-14608	acnB
TU0-13447	yecJ
TU0-6981	cspI
TU0-14677	artPIQM
TU00094	purA
TU0-7803	slyB
TU0-13672	pssA
TU00152	fdhF
TU0-42482	fumC
TU0-13735	rlmD
TU0-8695	ycjW
TU0-42572	ralA
TU00481	['ptsHI', 'crr']
TU162	['ompR', 'envZ']
TU0-14070	['yihXY', 'dtd', 'fabY']
TU0-14140	['dsbD', 'yjdC']
TU0-12971	insE3EF3F3
TU0-13033	ybgD
TU873	['aroKB', 'damX', 'dam', 'rpe', 'gph', 'trpS']
TU0-13431	sdsR
TU0-13372	ydiM
TU0-14654	['pyrG', 'eno']
TU0-14552	phnLMNOP
TU0-7602	allS
TU0-6686	uvrYC
TU00135	fucAO
TU00078	cysJIH
TU0-13718	pncC
TU0-13654	ryfA
TU0-42545	ghoST
TU0-42462	ddpXABCDF
TU00521	leuQPV
TU0-8678	ycbX
TU0-14122	yjbQR
TU00465	ppiA
TU0-13015	insH3
TU0-14053	tatD
TU0-13415	yoaB
TU0-12953	fsr
TU0-14636	flu
TU795	acnA
TU0-7282	smf
TU0-13356	sodC
TU00119	crp
TU0-14530	['rrlE', 'rrfE']
TU0-13699	['yfjXY', 'ypjJ', 'yfjZ', 'ypjF']
TU0-6635	atpBEFHAGDC
TU0-42518	rhoL
TU00062	recA
TU0-8720	yedP
TU0-13636	eutSPQTDM
TU00505	glyVXY
TU0-4221	bamD
TU0-14104	yjaG
TU0-8659	yraL
TU0-12999	citCDEFXG
TU00447	clpA
TU0-13399	yeaE
TU0-14036	gpp
TU0-14615	acrB
TU0-12935	cof
TU0-7043	uvrD
TU704	proVWX
TU00103	['sucABCD', 'sdhX']
TU0-13338	ynfK
TU0-13681	ypjD
TU0-14511	cysH
TU0-42497	['dksA', 'gluQ']
TU0-6562	proS
TU0-8703	yddH
TU00046	['nirBDC', 'cysG']
TU00489	aspV
TU0-13618	pdeA
TU0-14078	fieF
TU0-4181	rfaDFCL
TU0-12981	nohD
TU0-8642	ynjH
TU0-13380	yniD
TU00430	trmA
TU0-14565	['miaA', 'hfq', 'hflXKC']
TU0-1402	yihG
TU0-6881	ilvIH
TU0-12915	ppnP
TU00086	phoE
TU61	rtcBA
TU0-13662	yphCB
TU0-13322	ydfUT
TU0-42472	patZ
TU0-14489	['xerD', 'dsbC', 'recJ']
TU0-8686	ycgB
TU0-6508	lacI
TU00473	glnB
TU00030	glpABC
TU0-14062	yihLM
TU0-13602	tfaS
TU0-12963	['ppiB', 'lpxH']
TU0-3982	csiE
TU862	rihB
TU0-8624	yjiC
TU0-13364	ydhYVW
TU00412	fimB
TU0-14540	rutR
TU0-14004	gmk
TU0-6652	umpH
TU0-12894	yahIJ
TU00070	uvrB
TU544	tpx
TU0-13644	['ypfJ', 'tmcA']
TU0-13304	sad
TU0-42454	appY
TU0-14466	['ribE', 'nusB', 'thiL', 'pgpA']
TU0-8667	zur
TU0-6441	alaS
TU00455	corA
TU00014	cirA
TU0-14045	yigI
TU0-13585	yfcD
TU0-12943	['tomB', 'hha']
TU0-36433	lptAB
TU787	rsd
TU0-8607	yiiU
TU0-13348	ydgA
TU00396	treA
TU0-14520	ubiX
TU0-13989	['rhsA', 'yibA']
TU0-6622	ppiD
TU0-12878	ecpBCDE
TU00054	['hflD', 'purB']
TU0-13287	maeA
TU0-13627	eutBCLKR
TU0-13284	yddG
TU0-41901	sdiA
TU0-14425	sroA
TU0-8650	ypdI
TU0-6184	gcvB
TU00438	rpoD
TU0-941	['mraZW', 'ftsLI', 'murEF', 'mraY', 'murD', 'ftsW', 'murGC', 'ddlB', 'ftsQAZ', 'lpxC']
TU0-14028	['bglH', 'yieLK']
TU0-13566	['yfaX', 'rhmD']
TU0-12925	yajR
TU0-36404	cbrBC
TU681	hmp
TU0-8587	yhiN
TU0-13330	dicF
TU00377	['focA', 'pflB']
TU0-14499	pspE
TU0-13968	yhjE
TU0-6550	gltX
TU0-12859	['yafY', 'ykfBF', 'yafX', 'ykfGH', 'yafW', 'ykfI']
TU00038	malEFGH
TU0-13266	hicAB
TU0-13610	oxc
TU0-14405	hypF
TU0-41656	yceI
TU0-5761	gadY
TU0-8633	gstB
TU0-8855	['rplT', 'pheM']
TU00421	clpB
TU0-13550	mepS
TU0-14012	adeQ
TU0-3463	['sdsR', 'pphA']
TU0-12904	insC1CD1D1
TU0-8569	ybiP
TU583	rnb
TU00360	['speF', 'potE']
TU0-13313	ydfI
TU0-13948	rhsB
TU0-14474	['holC', 'valS']
TU0-12840	yafDE
TU0-6485	cdh
TU0-13249	ydbD
TU00022	fnr
TU0-14385	insJ
TU0-13593	['prmB', 'aroC', 'mepA', 'yfcA', 'epmC', 'yfcL']
TU0-55017	['ychJ', 'purU']
TU0-3723	['acs', 'yjcHG']
TU0-8834	['insH', '5']
TU0-8615	yjgA
TU0-13530	yohC
TU00404	['yadV', 'htrE']
TU0-3202	fldB
TU0-13997	yibN
TU0-8553	ybaZ
TU0-12886	rclR
TU00342	['rpoE', 'rseABC']
TU0-13295	yneL
TU0-13930	hslO
TU0-14454	['yiaKLMNO', 'lyx', 'sgbHUE']
TU0-12821	clcA
TU0-6405	valS
TU0-13231	['ydaSTUVW', 'rzpR']
TU00006	argI
TU0-14363	['insH', '2']
TU0-13577	yfbO
TU0-5182	['pdxB', 'usg', 'truA', 'dedA']
TU0-36423	ssrS
TU0-8818	nhoA
TU0-8598	yidR
TU0-2708	metJ
TU0-36419	['pstB', 'phoU']
TU0-8537	mlaA
TU0-8595	yidI
TU00324	['prfB', 'lysS']
TU00385	ackA
TU0-13911	['yhdN', 'zntR']
TU0-13978	['tag', 'yiaC']
TU0-12806	['sgrST', 'setA']
TU0-12867	yagEF
TU0-13214	ycjXF
TU0-13274	yncG
TU0-14343	diaA
TU0-14415	hisJQMP
TU0-4931	lon
TU0-5964	serC
TU0-8802	ggt
TU0-8869	['yjjB', 'dnaTC']
TU0-2501	topA
TU0-13558	yejLM
TU0-8518	glmZ
TU0-3602	prpBCDE
TU00306	narZYWV
TU0-8578	yhdH
TU0-13895	nanR
TU00368	ttdABT
TU0-12788	yaaA
TU0-13957	['prlC', 'yhiQ']
TU0-14322	holC
TU0-12849	['dinJ', 'yafQ']
TU0-13194	yciVOQ
TU0-13257	sokB
TU0-4783	nrdDG
TU0-14394	['ileS', 'lspA', 'fkpB', 'ispH']
TU0-8780	cspH
TU0-5568	['mutY', 'yggX', 'mltC']
TU0-2042	gcd
TU0-8842	kptA
TU0-8501	rhtB
TU0-13541	yeiE
TU00287	hslVU
TU0-3401	ryhB
TU0-13878	ubiUV
TU0-8561	ybeQ
TU0-1189	['rrsH', 'ileV', 'alaV', 'rrlH', 'rrfH']
TU00352	['rpsU', 'dnaG', 'rpoD']
TU0-14303	yeiL
TU0-13940	['yhhZ', 'yrhA', 'insA6AB6B6']
TU0-13174	cvrA
TU0-12832	yaeR
TU0-45289	hemF
TU0-13239	uspF
TU0-8760	abgR
TU0-14372	aspU
TU0-1962	glcDEFGBA
TU0-5261	ccmABCDEFGH
TU0-8485	oxyS
TU0-8826	mdoC
TU00270	['fes', 'ybdZ', 'entF', 'fepE']
TU0-13522	yehK
TU0-13861	ygjV
TU0-3122	copA
TU0-45147	oppBCDF
TU0-8545	yafV
TU0-1063	fkpA
TU00333	['rnt', 'lhr']
TU0-14282	ftnB
TU0-13922	tsgA
TU0-13156	iraM
TU0-12813	yacL
TU0-45272	['ybeD', 'lipB']
TU0-13222	['abgABT', 'ogt']
TU0-8743	yfiK
TU0-14352	nemA
TU0-1761	osmC
TU0-5061	metA
TU0-8458	['rsxABCDGE', 'nth']
TU0-8810	hokA
TU00254	cydDC
TU0-2603	gyrB
TU0-13844	yqiJK
TU0-8528	tesB
TU0-44225	infB
TU00314	['yhdT', 'panF', 'prmA']
TU-8434	yicJI
TU0-13903	yhdP
TU0-14252	tig
TU0-12796	insA1B1AB1
TU0-13138	ldtC
TU0-13205	ycjD
TU0-45256	mglBAC
TU0-14332	rseX
TU0-8727	yejK
TU0-4904	['gapA', 'yeaD']
TU0-1541	tsr
TU0-8790	eco
TU0-8356	ybbN
TU0-2402	mhpABCDFE
TU00238	['ansA', 'pncA']
TU0-8510	tusA
TU0-13827	ygiQ
TU00298	['menFD', 'yfbB', 'menBCE']
TU0-44209	nanY
TU0-13887	murA
TU0-14232	yghA
TU0-1198	uspB
TU0-13122	ymdA
TU0-14313	ispDF
TU0-45241	['acs', 'yjcHG']
TU0-13182	purU
TU0-14803	['ykfBF', 'yafX', 'ykfGH', 'yafW', 'ykfI']
TU0-4681	idnK
TU0-8338	ygcG
TU0-8768	ampH
TU00222	oppABCDF
TU0-198693	mazE
TU0-13810	yqgA
TU0-8493	proC
TU0-44193	btuD
TU00279	glgS
TU525	ilvLXG_1G_2MEDA
TU0-13870	tdcR
TU0-14216	['holD', 'rimI', 'yjjG']
TU0-1161	ldcC
TU0-13106	['gfcE', 'etp', 'etk']
TU0-14294	CsiR
TU0-45226	xapAB
TU0-13510	yegW
TU0-45280	ihfB
TU0-14781	yahE
TU0-8752	yghT
TU0-8301	['ackA', 'pta']
TU0-1821	cusCFBA
TU00205	guaBA
TU0-8476	metY
TU0-13791	ygfF
TU00262	dppABCDF
TU0-42694	aroD
TU0-13853	fadH
TU483	['rnc', 'era', 'recO', 'pdxJ', 'acpS']
TU0-4501	cdaR
TU0-14199	['yjiHG', 'iadA']
TU0-1002	astCADBE
TU0-13088	['ycaR', 'kdsB']
TU0-14264	rraA
TU0-45211	murQP
TU0-13148	['ymfH', 'xisE', 'intE']
TU0-13491	yeeY
TU0-45264	['mnt', 'btuF', 'yadS']
TU0-14746	uxaCA
TU0-8735	yfeH
TU0-8221	metE
TU0-1582	cspA
TU-8405	flhBAE
TU0-8367	rssAB
TU00189	nfo
TU00246	btuCED
TU0-13775	ygeY
TU0-13835	mdaB
TU0-42650	['hcp', 'hcr', 'poxB']
TU0-44217	speE
TU365	phr
TU-8421	plsB
TU0-14179	insC6CD6D6
TU0-14242	yncJ
TU0-13072	['ybjO', 'rlmC']
TU0-13130	grxB
TU0-45196	['dnaN', 'recF']
TU0-45249	mlrA
TU0-13472	yeeJ
TU0-14818	['pgk', 'fbaA']
TU0-14714	murQP
TU0-8347	dcuSR
TU0-8084	aspS
TU00230	accA
TU-8383	yfeKS
TU0-13819	gss
TU00173	glpFKX
TU0-44201	gnsA
TU0-13758	yqeG
TU0-14224	serB
TU0-42603	accBC
TU0-13114	['wrbA', 'yccJ']
TU341	['metY', 'yhbC', 'nusA', 'infB', 'rbfA', 'truB', 'rpsO', 'pnp']
TU0-45233	gpmA
TU0-14163	ytfI
TU0-14793	acrD
TU0-13054	ybiX
TU0-8328	yegS
TU0-45180	groSL
TU00213	treBC
TU0-13453	['dcyD', 'tcyLN']
TU0-13801	['cmtBA', 'yggPF', 'fumE', 'yggC']
TU0-14682	ecnB
TU0-4285	imp
TU0-7822	ybjG
TU5	paaABCDEFGHIJK
TU00157	fdnGHI
TU0-14207	yjiV
TU0-13740	ygdG
TU0-13098	ycbZ
TU0-42580	galE
TU0-45219	iraD
TU21	['tolB', 'pal', 'ybgF']
TU0-13501	['yegL', 'pphC']
TU0-14146	epmA
TU0-14764	['ivbL', 'ilvBN', 'uhpABC']
TU0-13038	zitB
TU0-8261	ydjM
TU0-45164	micF
TU00197	codBA
TU0-13436	yebE
TU0-13783	['xanQ', 'guaD', 'ghxQ']
TU0-14663	kup
TU0-42672	mlaFEDCB
TU0-7701	fhuF
TU423	cmr
TU00140	gyrA
TU0-14190	yjhU
TU0-13723	ygbN
TU0-13080	serS
TU0-42552	tynA
TU0-45204	['pstCAB', 'phoU']
TU00527	pykF
TU0-13483	['yeeRST', 'cbeA', 'cbtA', 'yeeW']
TU0-14127	yjcO
TU0-14737	fadR
TU0-13022	chiQ
TU0-8149	pheP
TU0-1342	cbl
TU-8392	['dsbC', 'recJ', 'prfB']
TU0-14643	ucpA
TU00181	lrp
TU0-7361	ves
TU0-13766	ygeLK
TU00124	speC
TU0-42622	sdiA
TU0-13704	ileY
TU354	arcA
TU0-42529	agrA
TU0-14171	bdcA
TU0-8725	yegJ
TU0-13063	['iaaA', 'gsiABCD']
TU00510	serX
TU0-45188	metK
TU0-14111	yjbE
TU0-13463	yedRJ
TU0-13004	lipA
TU0-14694	['pstB', 'phoU']
TU0-13404	nimT
TU0-7981	dhaKLM
TU0-14621	bssS
TU00165	fepDGC
TU0-7161	['rirA', 'rfaQGPSBIJYZ', 'waaU']
TU0-13748	ygdQ
TU00108	mdh
TU0-42592	micL
TU0-13688	intA
TU263	mobAB
TU0-42504	yfeCD
TU0-14155	yjfN
TU0-8708	ydgJ
TU0-13046	ybhB
TU00494	proL
TU0-45172	ssrS
TU0-14088	yiiX
TU0-13444	argS
TU0-12988	ybdJ
TU0-14674	groL
TU0-13385	ydjO
TU0-7783	borD
TU0-14574	['secG', 'leuU']
TU00149	dsdC
TU0-6921	['talA', 'tktB']
TU0-13731	ygcU
TU00091	malT
TU0-42568	['aroL', 'yaiA', 'aroM']
TU0-13668	yfhH
TU141	caiF
TU0-42479	rsmG
TU0-14136	yjdF
TU0-8691	ychO
TU0-13030	ybfD
TU00478	yhfA
TU0-13428	rsmF
TU0-14067	yihR
TU0-14651	rpoS
TU0-12968	sfmHF
TU0-7561	evgAS
TU870	['tgt', 'yajC']
TU00132	malXY
TU0-13369	ydiK
TU0-13714	gshA
TU0-14549	['tyrV', 'tpr']
TU0-42540	['ydbK', 'ompN']
TU0-6661	ruvAB
TU00518	leuU
TU00075	ansB
TU0-14119	dnaB
TU0-13650	rlmN
TU0-13012	['ybeU', 'djlC']
TU0-42459	csrA
TU0-13412	yeaX
TU0-8674	ycaN
TU0-14633	pykA
TU00461	appA
TU0-7221	prpR
TU0-14050	bioP
TU00116	betT
TU0-12948	dnaX
TU0-13696	yfjU
TU792	xapR
TU0-42515	bglG
TU0-13353	gstA
TU0-8717	yecH
TU0-14527	['selD', 'topB']
TU00502	ileX
TU0-6630	['ytjB', 'lplA']
TU0-14099	['murB', 'birA']
TU00059	purR
TU0-12996	rnk
TU0-13633	yffS
TU0-13394	ydjLKJIHG
TU0-4204	bamA
TU0-14612	ampH
TU0-8656	yqhA
TU0-7002	rpoBC
TU00444	['cvpA', 'purF', 'ubiX']
TU00099	araJ
TU0-14033	['yieP', 'hsrA']
TU0-13678	yfiL
TU0-12932	fadM
TU0-42492	yhjX
TU7	paaXY
TU0-8700	ydcI
TU0-13335	['ynfB', 'speG']
TU00486	rcsA
TU0-14506	glxK
TU0-14075	frvABXR
TU0-6556	pepD
TU0-12978	rzoD
TU00043	nagBACD
TU0-13377	ydiV
TU0-13615	yfeO
TU0-14561	['mutL', 'miaA', 'hfq', 'hflXKC']
TU0-41793	gadC
TU0-6823	cstA
TU0-8639	ynfC
TU00083	rpoH
TU00427	rpoH
TU0-13659	yfhR
TU0-14017	yidE
TU0-42468	cbrA
TU0-12912	iprA
TU0-8683	yceF
TU593	['dnaAN', 'recF']
TU00470	glgCAP
TU0-13319	gnsB
TU0-14058	yihF
TU0-14486	['rrsA', 'ileT', 'alaT', 'rrlA', 'rrfA']
TU0-12960	['rhsD', 'ybbC', 'ylbH', 'ybbD']
TU0-6505	hemN
TU821	adiY
TU00027	glnAZLG
TU0-13361	ydhR
TU0-13599	yfdC
TU0-14536	glcBA
TU0-3901	sra
TU0-6649	glnHPQ
TU0-8621	yjgZ
TU00067	trpLEDCBA
TU00409	fimB
TU0-13641	narQ
TU0-14001	yicC
TU0-42449	['yffO', 'yffP']
TU0-12891	yahC
TU0-8664	ytfH
TU541	poxB
TU00452	endA
TU0-13301	yneE
TU0-14042	['yifL', 'dapF', 'yigA', 'xerC', 'yigB']
TU0-14463	nagC
TU0-12940	pdeB
TU0-6423	rimL
TU782	zraP
TU00011	['aroL', 'yaiA', 'aroM']
TU0-13344	ydgH
TU0-13582	['yfbU', 'hxpA']
TU0-14516	ybjN
TU0-36430	['yrbG', 'kdsDC', 'lptCAB']
TU0-6582	agaR
TU0-8603	yifE
TU00051	oxyR
TU00393	stpA
TU0-13624	murR
TU0-13986	yiaWV
TU0-41857	msrB
TU0-12875	yagP
TU0-8647	yobH
TU0-12872	yagML
TU00435	['rpsU', 'dnaG', 'rpoD']
TU0-13280	pptA
TU0-14025	yieH
TU0-14422	shoB
TU0-12920	yajI
TU0-6021	['aspA', 'dcuA']
TU661	polA
TU0-901	lpxL
TU0-13327	['dicC', 'ydfXW']
TU0-13563	yfaATSQP
TU0-14494	['dksA', 'yadB']
TU0-36399	['glrR', 'glnB']
TU0-6513	sbcB
TU0-8584	yhhM
TU00035	kdpFABC
TU00373	['xseB', 'ispA', 'dxs', 'yajO']
TU0-13607	torI
TU0-13965	yhjA
TU0-4143	mdoGH
TU0-12854	yafNOP
TU0-8630	yjjZ
TU0-13263	yncK
TU00418	dnaKJ
TU0-14402	cyaA
TU0-14009	yicL
TU0-5661	mcrBC
TU0-12901	yaiL
TU0-8847	ligB
TU565	['rpsA', 'ihfB']
TU0-13547	yeiP
TU0-13310	ydfG
TU0-3424	['psd', 'mscM']
TU0-14471	['ybeZYX', 'lnt']
TU0-8566	ybhQ
TU0-6482	aspC
TU00357	['serC', 'aroA']
TU00019	dmsABC
TU0-13945	dcrB
TU0-13590	rpnB
TU0-12837	['rcsF', 'trmO']
TU0-36443	cbpAM
TU0-13245	insC2D2CD2
TU0-8612	yjfP
TU0-14377	gspAB
TU00401	htpG
TU0-5421	aes
TU0-13994	trmL
TU0-8831	['insH', '1']
TU0-12883	ykgA
TU0-13527	mlrA
TU0-13292	ydeN
TU0-3161	cydAB
TU0-14448	ftsK
TU0-8550	yaiT
TU0-6401	folA
TU00338	['rplU', 'rpmA']
TU00003	araC
TU0-13927	hofMNOP
TU0-13574	elaD
TU0-12819	hrpB
TU0-965	['menA', 'rraA']
TU0-13228	['kilR', 'ydaE']
TU0-13571	elaB
TU0-14357	clpS
TU0-36414	luxS
TU0-5121	['fusA', 'tufA']
TU0-8592	yiaU
TU0-8815	nudE
TU00382	pflB
TU0-2701	['isrC', 'flu']
TU0-13974	yhjV
TU0-8534	ushA
TU0-12864	mmuPM
TU00321	potABCD
TU0-13271	['mnaT', 'ydcZ']
TU0-13908	trkA
TU0-14412	eno
TU0-12802	yabPQ
TU0-5901	glnAZ
TU0-13211	puuCBE
TU0-8865	['tyrS', 'pdxY']
TU0-14340	cdsA
TU0-13555	rsuA
TU0-4927	gntT
TU0-3501	argR
TU0-8795	feaB
TU0-8575	yhbP
TU0-2442	treR
TU00365	thiCEFSGH
TU0-8515	micA
TU0-13953	yhiJ
TU00303	['motRAB', 'cheAW']
TU0-12846	gmhA
TU0-13892	yhcADE
TU0-13254	ydcA
TU0-12785	yjjY
TU0-14390	mreB
TU0-14319	hsdRMS
TU0-5562	['mutY', 'yggX', 'mltC', 'nupG']
TU0-13189	yciA
TU0-8839	mcaS
TU0-4742	ompA
TU0-13537	['sanA', 'yeiS']
TU0-8777	chaA
TU0-3341	patA
TU0-2001	['rlmL', 'uup']
TU0-8558	ybdH
TU0-8498	rdlC
TU00348	['rpsLG', 'fusA', 'tufA']
TU00284	hipBA
TU0-13935	asd
TU0-13875	yraQ
TU0-12827	['map', 'glnD', 'dapD']
TU0-1186	['rrsE', 'gltV', 'rrlE', 'rrfE']
