Object_from	Object_to	Effect	Mechanism	Link	References	Sources	Description	IF	IF_score
G6494	TU0-7805	-1.0	tgi			RegulonDB	Confirmed		
G6494	EG10633	1.0	tgi			RegulonDB	Confirmed		
G6494	EG10633	-1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-6652	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-6652	-1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-4421	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-4421	-1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-14463	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-14463	-1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-42543	1.0	tgi			RegulonDB	Strong		
G6494	EG10653	-1.0	tgi			RegulonDB	Weak		
G6494	EG10654	-1.0	tgi			RegulonDB	Weak		
G6494	EG10655	-1.0	tgi			RegulonDB	Weak		
G6494	G7601;G7602	1.0	tgi			RegulonDB	Strong		
G6494	EG10660	1.0	tgi			RegulonDB	Weak		
G6494	EG10661	1.0	tgi			RegulonDB	Weak		
G6494	TU00129	1.0	tgi			RegulonDB	Confirmed		
G6494	TU00129	-1.0	tgi			RegulonDB	Confirmed		
G6494	EG10665	-1.0	tgi			RegulonDB	Confirmed		
G6494	TU00048	1.0	tgi			RegulonDB	Weak		
G6494	TU00050	1.0	tgi			RegulonDB	Weak		
G6494	EG10672	1.0	tgi			RegulonDB	Confirmed		
G6494	EG10672	-1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-45266	1.0	tgi			RegulonDB	Weak		
G6494	TU00141	1.0	tgi			RegulonDB	Strong		
G6494	TU00141	-1.0	tgi			RegulonDB	Strong		
G6494	TU00381	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-8083	1.0	tgi			RegulonDB	Confirmed		
G6494	TU00195	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-6654	-1.0	tgi			RegulonDB	Confirmed		
G6494	TU00466	1.0	tgi			RegulonDB	Strong		
G6494	TU00466	-1.0	tgi			RegulonDB	Strong		
G6494	EG10764	1.0	tgi			RegulonDB	Strong		
G6494	TU0-1141	1.0	tgi			RegulonDB	Strong		
G6494	EG10788	1.0	tgi			RegulonDB	Strong		
G6494	EG10788	-1.0	tgi			RegulonDB	Weak		
G6494	EG10789	1.0	tgi			RegulonDB	Strong		
G6494	EG10789	-1.0	tgi			RegulonDB	Weak		
G6494	TU104	-1.0	tgi			RegulonDB	Weak		
G6494	EG10814	1.0	tgi			RegulonDB	Weak		
G6494	EG10815	1.0	tgi			RegulonDB	Weak		
G6494	EG10816	1.0	tgi			RegulonDB	Weak		
G6494	EG10817	1.0	tgi			RegulonDB	Weak		
G6494	EG10818	1.0	tgi			RegulonDB	Weak		
G6494	EG10819	1.0	tgi			RegulonDB	Weak		
G6494	TU0-42590	1.0	tgi			RegulonDB	Confirmed		
G6494	EG10842	1.0	tgi			RegulonDB	Confirmed		
G6494	EG10843	1.0	tgi			RegulonDB	Confirmed		
G6494	EG10870	1.0	tgi			RegulonDB	Strong		
G6494	EG10874	-1.0	tgi			RegulonDB	Strong		
G6494	TU00426	1.0	tgi			RegulonDB	Strong		
G6494	TU00426	-1.0	tgi			RegulonDB	Strong		
G6494	EG10905	1.0	tgi			RegulonDB	Strong		
G6494	TU0-42202	-1.0	tgi			RegulonDB	Strong		
G6494	TU0-8474	-1.0	tgi			RegulonDB	Confirmed		
G6494	EG10917	1.0	tgi			RegulonDB	Strong		
G6494	EG10931	1.0	tgi			RegulonDB	Strong		
G6494	EG10932	1.0	tgi			RegulonDB	Strong		
G6494	EG10933	1.0	tgi			RegulonDB	Strong		
G6494	EG10934	1.0	tgi			RegulonDB	Strong		
G6494	EG10937	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-2342	1.0	tgi			RegulonDB	Weak		
G6494	TU0-5964	-1.0	tgi			RegulonDB	Strong		
G6494	EG10949	1.0	tgi			RegulonDB	Weak		
G6494	TU00064	1.0	tgi			RegulonDB	Weak		
G6494	TU0-1681	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-962	-1.0	tgi			RegulonDB	Weak		
G6494	TU00124	-1.0	tgi			RegulonDB	Weak		
G6494	EG10969	1.0	tgi			RegulonDB	Weak		
G6494	EG10970	1.0	tgi			RegulonDB	Weak		
G6494	EG10971	1.0	tgi			RegulonDB	Weak		
G6494	EG10972	1.0	tgi			RegulonDB	Weak		
G6494	EG10973	1.0	tgi			RegulonDB	Weak		
G6494	TU0-7042	1.0	tgi			RegulonDB	Weak		
G6494	EG10979	1.0	tgi			RegulonDB	Strong		
G6494	EG10980	1.0	tgi			RegulonDB	Strong		
G6494	EG10981	1.0	tgi			RegulonDB	Strong		
G6494	EG10982	1.0	tgi			RegulonDB	Strong		
G6494	EG10989	1.0	tgi			RegulonDB	Confirmed		
G6494	EG10990	1.0	tgi			RegulonDB	Confirmed		
G6494	EG10991	1.0	tgi			RegulonDB	Confirmed		
G6494	EG11005	1.0	tgi			RegulonDB	Strong		
G6494	EG11006	1.0	tgi			RegulonDB	Strong		
G6494	TU0-14627	1.0	tgi			RegulonDB	Strong		
G6494	TU0-44224	-1.0	tgi			RegulonDB	Strong		
G6494	TU00449	1.0	tgi			RegulonDB	Confirmed		
G6494	TU00449	-1.0	tgi			RegulonDB	Confirmed		
G6494	TU00134	1.0	tgi			RegulonDB	Confirmed		
G6494	TU00134	-1.0	tgi			RegulonDB	Confirmed		
G6494	EG11046	1.0	tgi			RegulonDB	Strong		
G6494	EG11047	1.0	tgi			RegulonDB	Strong		
G6494	EG11048	1.0	tgi			RegulonDB	Strong		
G6494	EG11049	1.0	tgi			RegulonDB	Strong		
G6494	EG11050	1.0	tgi			RegulonDB	Strong		
G6494	TU00130	1.0	tgi			RegulonDB	Confirmed		
G6494	EG11055	1.0	tgi			RegulonDB	Weak		
G6494	TU00372	1.0	tgi			RegulonDB	Weak		
G6494	EG11066	1.0	tgi			RegulonDB	Strong		
G6494	TU491	-1.0	tgi			RegulonDB	Confirmed		
G6494	EG11074	1.0	tgi			RegulonDB	Weak		
G6494	EG11075	1.0	tgi			RegulonDB	Weak		
G6494	TU0-14113	1.0	tgi			RegulonDB	Confirmed		
G6494	EG11088	1.0	tgi			RegulonDB	Weak		
G6494	TU0-14617	1.0	tgi			RegulonDB	Weak		
G6494	TU0-6486	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-8813	-1.0	tgi			RegulonDB	Strong		
G6494	TU00126	1.0	tgi			RegulonDB	Weak		
G6494	EG11150	1.0	tgi			RegulonDB	Weak		
G6494	EG11151	1.0	tgi			RegulonDB	Strong		
G6494	TU0-13754	1.0	tgi			RegulonDB	Strong		
G6494	EG11172	1.0	tgi			RegulonDB	Confirmed		
G6494	EG11177	-1.0	tgi			RegulonDB	Confirmed		
G6494	EG11178	-1.0	tgi			RegulonDB	Confirmed		
G6494	EG11179	-1.0	tgi			RegulonDB	Confirmed		
G6494	TU00478	1.0	tgi			RegulonDB	Confirmed		
G6494	TU00478	-1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-2021	-1.0	tgi			RegulonDB	Strong		
G6494	TU621	1.0	tgi			RegulonDB	Weak		
G6494	TU00040	1.0	tgi			RegulonDB	Strong		
G6494	EG11249	1.0	tgi			RegulonDB	Confirmed		
G6494	EG11258	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-42513	1.0	tgi			RegulonDB	Strong		
G6494	TU0-42514	1.0	tgi			RegulonDB	Strong		
G6494	EG11282	1.0	tgi			RegulonDB	Weak		
G6494	EG11289	1.0	tgi			RegulonDB	Weak		
G6494	EG11311	1.0	tgi			RegulonDB	Strong		
G6494	EG11311	-1.0	tgi			RegulonDB	Strong		
G6494	TU00208	1.0	tgi			RegulonDB	Weak		
G6494	TU00137	1.0	tgi			RegulonDB	Weak		
G6494	TU794	1.0	tgi			RegulonDB	Weak		
G6494	EG11329	1.0	tgi			RegulonDB	Strong		
G6494	EG11330	1.0	tgi			RegulonDB	Strong		
G6494	TU00420	1.0	tgi			RegulonDB	Weak		
G6494	TU0-1981	-1.0	tgi			RegulonDB	Weak		
G6494	EG11402	-1.0	tgi			RegulonDB	Weak		
G6494	EG11402	3.0	tgi			RegulonDB	Weak		
G6494	EG11407	1.0	tgi			RegulonDB	Strong		
G6494	EG11407	-1.0	tgi			RegulonDB	Strong		
G6494	EG11408	1.0	tgi			RegulonDB	Strong		
G6494	EG11408	-1.0	tgi			RegulonDB	Strong		
G6494	EG11434	1.0	tgi			RegulonDB	Weak		
G6494	EG11435	1.0	tgi			RegulonDB	Weak		
G6494	EG11442	1.0	tgi			RegulonDB	Confirmed		
G6494	EG11448	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-13641	-1.0	tgi			RegulonDB	Weak		
G6494	EG11490	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-45146	-1.0	tgi			RegulonDB	Confirmed		
G6494	EG11517	1.0	tgi			RegulonDB	Weak		
G6494	EG11530	1.0	tgi			RegulonDB	Strong		
G6494	TU0-8689	1.0	tgi			RegulonDB	Confirmed		
G6494	EG11544	-1.0	tgi			RegulonDB	Strong		
G6494	TU0-12812	1.0	tgi			RegulonDB	Weak		
G6494	EG11557	1.0	tgi			RegulonDB	Strong		
G6494	EG11558	1.0	tgi			RegulonDB	Strong		
G6494	EG11559	1.0	tgi			RegulonDB	Strong		
G6494	EG11560	1.0	tgi			RegulonDB	Strong		
G6494	EG11561	1.0	tgi			RegulonDB	Strong		
G6494	EG11562	1.0	tgi			RegulonDB	Weak		
G6494	EG11563	1.0	tgi			RegulonDB	Weak		
G6494	EG11564	1.0	tgi			RegulonDB	Weak		
G6494	EG11565	1.0	tgi			RegulonDB	Weak		
G6494	EG11599	1.0	tgi			RegulonDB	Weak		
G6494	TU0-3882	1.0	tgi			RegulonDB	Strong		
G6494	TU0-3882	-1.0	tgi			RegulonDB	Strong		
G6494	EG11646	1.0	tgi			RegulonDB	Strong		
G6494	EG11658	1.0	tgi			RegulonDB	Weak		
G6494	EG11698	1.0	tgi			RegulonDB	Strong		
G6494	EG11698	-1.0	tgi			RegulonDB	Strong		
G6494	TU0-1143	1.0	tgi			RegulonDB	Weak		
G6494	EG11798	1.0	tgi			RegulonDB	Strong		
G6494	TU0-14509	1.0	tgi			RegulonDB	Confirmed		
G6494	EG11822	-1.0	tgi			RegulonDB	Weak		
G6494	EG11849	1.0	tgi			RegulonDB	Strong		
G6494	EG11849	-1.0	tgi			RegulonDB	Strong		
G6494	TU0-14787	1.0	tgi			RegulonDB	Strong		
G6494	EG11867	1.0	tgi			RegulonDB	Strong		
G6494	EG11868	1.0	tgi			RegulonDB	Strong		
G6494	TU0-14637	1.0	tgi			RegulonDB	Strong		
G6494	EG11897	1.0	tgi			RegulonDB	Strong		
G6494	TU0-14786	1.0	tgi			RegulonDB	Confirmed		
G6494	EG11943	1.0	tgi			RegulonDB	Confirmed		
G6494	EG11965	1.0	tgi			RegulonDB	Strong		
G6494	TU00147	1.0	tgi			RegulonDB	Weak		
G6494	EG12033	1.0	tgi			RegulonDB	Strong		
G6494	TU0-13547	1.0	tgi			RegulonDB	Weak		
G6494	EG12106	1.0	tgi			RegulonDB	Strong		
G6494	EG12107	1.0	tgi			RegulonDB	Strong		
G6494	EG12127	-1.0	tgi			RegulonDB	Weak		
G6494	EG12127	3.0	tgi			RegulonDB	Weak		
G6494	EG12137	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-7081	1.0	tgi			RegulonDB	Weak		
G6494	TU0-4681	1.0	tgi			RegulonDB	Weak		
G6494	TU0-13001	1.0	tgi			RegulonDB	Confirmed		
G6494	EG12198	1.0	tgi			RegulonDB	Strong		
G6494	EG12240	-1.0	tgi			RegulonDB	Strong		
G6494	EG12241	-1.0	tgi			RegulonDB	Strong		
G6494	TU0-2261	-1.0	tgi			RegulonDB	Weak		
G6494	EG12275	1.0	tgi			RegulonDB	Weak		
G6494	EG12276	1.0	tgi			RegulonDB	Weak		
G6494	TU368	-1.0	tgi			RegulonDB	Strong		
G6494	EG12279	1.0	tgi			RegulonDB	Strong		
G6494	EG12279	3.0	tgi			RegulonDB	Strong		
G6494	EG12280	1.0	tgi			RegulonDB	Strong		
G6494	EG12280	3.0	tgi			RegulonDB	Strong		
G6494	EG12281	1.0	tgi			RegulonDB	Strong		
G6494	EG12281	3.0	tgi			RegulonDB	Strong		
G6494	EG12282	1.0	tgi			RegulonDB	Strong		
G6494	EG12282	3.0	tgi			RegulonDB	Strong		
G6494	EG12283	1.0	tgi			RegulonDB	Strong		
G6494	EG12283	3.0	tgi			RegulonDB	Strong		
G6494	EG12284	1.0	tgi			RegulonDB	Strong		
G6494	EG12284	3.0	tgi			RegulonDB	Strong		
G6494	EG12285	1.0	tgi			RegulonDB	Strong		
G6494	EG12285	3.0	tgi			RegulonDB	Strong		
G6494	EG12286	1.0	tgi			RegulonDB	Strong		
G6494	EG12286	3.0	tgi			RegulonDB	Strong		
G6494	EG12287	1.0	tgi			RegulonDB	Strong		
G6494	EG12287	3.0	tgi			RegulonDB	Strong		
G6494	TU00138	1.0	tgi			RegulonDB	Strong		
G6494	TU796	1.0	tgi			RegulonDB	Weak		
G6494	EG12341	1.0	tgi			RegulonDB	Strong		
G6494	EG12354	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-14305	1.0	tgi			RegulonDB	Weak		
G6494	TU00229	1.0	tgi			RegulonDB	Confirmed		
G6494	EG12387	1.0	tgi			RegulonDB	Strong		
G6494	TU0-13640	-1.0	tgi			RegulonDB	Weak		
G6494	EG12414	1.0	tgi			RegulonDB	Confirmed		
G6494	EG12415	1.0	tgi			RegulonDB	Confirmed		
G6494	EG12416	1.0	tgi			RegulonDB	Confirmed		
G6494	EG12417	1.0	tgi			RegulonDB	Confirmed		
G6494	EG12419	1.0	tgi			RegulonDB	Confirmed		
G6494	EG12427	1.0	tgi			RegulonDB	Weak		
G6494	EG12431	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-964	1.0	tgi			RegulonDB	Weak		
G6494	EG12494	1.0	tgi			RegulonDB	Strong		
G6494	EG12495	1.0	tgi			RegulonDB	Strong		
G6494	EG12539	1.0	tgi			RegulonDB	Weak		
G6494	EG12554	1.0	tgi			RegulonDB	Strong		
G6494	EG12556	1.0	tgi			RegulonDB	Strong		
G6494	EG12557	1.0	tgi			RegulonDB	Strong		
G6494	TU0-4961	1.0	tgi			RegulonDB	Strong		
G6494	EG12608	1.0	tgi			RegulonDB	Strong		
G6494	TU0-42512	1.0	tgi			RegulonDB	Strong		
G6494	TU0-42252	1.0	tgi			RegulonDB	Strong		
G6494	TU0-13726	1.0	tgi			RegulonDB	Confirmed		
G6494	EG12734	1.0	tgi			RegulonDB	Weak		
G6494	TU00150	1.0	tgi			RegulonDB	Weak		
G6494	TU0-42612	-1.0	tgi			RegulonDB	Weak		
G6494	EG10440	1.0	tgi			RegulonDB	Strong		
G6494	EG12845	-1.0	tgi			RegulonDB	Strong		
G6494	EG12908	1.0	tgi			RegulonDB	Weak		
G6494	TU0-1461	1.0	tgi			RegulonDB	Strong		
G6494	EG20049	1.0	tgi			RegulonDB	Confirmed		
G6494	EG20051	1.0	tgi			RegulonDB	Confirmed		
G6494	EG20053	1.0	tgi			RegulonDB	Confirmed		
G6494	EG20091	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-2041	1.0	tgi			RegulonDB	Confirmed		
G6494	EG20248	1.0	tgi			RegulonDB	Strong		
G6494	TU0-5041	1.0	tgi			RegulonDB	Weak		
G6494	EG20252	1.0	tgi			RegulonDB	Weak		
G6494	TU68	1.0	tgi			RegulonDB	Weak		
G6494	TU0-8476	-1.0	tgi			RegulonDB	Confirmed		
G6494	TU797	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-42483	1.0	tgi			RegulonDB	Strong		
G6494	EG50009	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-4822	-1.0	tgi			RegulonDB	Strong		
G6494	TU0-45184	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-8839	1.0	tgi			RegulonDB	Strong		
G6494	G0-9384	1.0	tgi			RegulonDB	Strong		
G6494	TU0-13853	1.0	tgi			RegulonDB	Weak		
G6494	G372	-1.0	tgi			RegulonDB	Weak		
G6494	G436	1.0	tgi			RegulonDB	Strong		
G6494	TU141	1.0	tgi			RegulonDB	Weak		
G6494	G6097	-1.0	tgi			RegulonDB	Weak		
G6494	G6098	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-8548	1.0	tgi			RegulonDB	Strong		
G6494	TU0-7221	1.0	tgi			RegulonDB	Confirmed		
G6494	G6196	1.0	tgi			RegulonDB	Confirmed		
G6494	G6198	1.0	tgi			RegulonDB	Confirmed		
G6494	G6199	1.0	tgi			RegulonDB	Confirmed		
G6494	G6200	1.0	tgi			RegulonDB	Confirmed		
G6494	G6201	1.0	tgi			RegulonDB	Strong		
G6494	G6205	1.0	tgi			RegulonDB	Strong		
G6494	G6339	-1.0	tgi			RegulonDB	Weak		
G6494	G6340	-1.0	tgi			RegulonDB	Weak		
G6494	G6341	-1.0	tgi			RegulonDB	Weak		
G6494	G6342	-1.0	tgi			RegulonDB	Weak		
G6494	G6343	-1.0	tgi			RegulonDB	Weak		
G6494	G6344	-1.0	tgi			RegulonDB	Weak		
G6494	G6345	-1.0	tgi			RegulonDB	Weak		
G6494	G6346	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-13014	1.0	tgi			RegulonDB	Strong		
G6494	G6370	1.0	tgi			RegulonDB	Weak		
G6494	TU0-13022	1.0	tgi			RegulonDB	Weak		
G6494	TU0-2521	1.0	tgi			RegulonDB	Weak		
G6494	TU0-8334	1.0	tgi			RegulonDB	Weak		
G6494	TU0-8334	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-8503	1.0	tgi			RegulonDB	Weak		
G6494	TU0-8503	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-13121	1.0	tgi			RegulonDB	Weak		
G6494	TU0-13121	-1.0	tgi			RegulonDB	Weak		
G6494	G6543	1.0	tgi			RegulonDB	Weak		
G6494	G6544	1.0	tgi			RegulonDB	Weak		
G6494	G6545	1.0	tgi			RegulonDB	Weak		
G6494	G6546	1.0	tgi			RegulonDB	Weak		
G6494	TU0-8684	-1.0	tgi			RegulonDB	Strong		
G6494	TU0-8685	-1.0	tgi			RegulonDB	Strong		
G6494	TU581	1.0	tgi			RegulonDB	Confirmed		
G6494	G6645	-1.0	tgi			RegulonDB	Weak		
G6494	G6646	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-8760	1.0	tgi			RegulonDB	Strong		
G6494	TU0-42547	1.0	tgi			RegulonDB	Weak		
G6494	TU4	1.0	tgi			RegulonDB	Confirmed		
G6494	G6709	1.0	tgi			RegulonDB	Confirmed		
G6494	G6710	1.0	tgi			RegulonDB	Confirmed		
G6494	G6711	1.0	tgi			RegulonDB	Confirmed		
G6494	G6712	1.0	tgi			RegulonDB	Confirmed		
G6494	G6713	1.0	tgi			RegulonDB	Confirmed		
G6494	G6714	1.0	tgi			RegulonDB	Confirmed		
G6494	G6715	1.0	tgi			RegulonDB	Confirmed		
G6494	G6716	1.0	tgi			RegulonDB	Confirmed		
G6494	G6717	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-44205	1.0	tgi			RegulonDB	Confirmed		
G6494	G6719	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-13256	1.0	tgi			RegulonDB	Strong		
G6494	G6749	1.0	tgi			RegulonDB	Weak		
G6494	TU0-13269	-1.0	tgi			RegulonDB	Strong		
G6494	TU0-41793	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-13298	1.0	tgi			RegulonDB	Confirmed		
G6494	G6799	1.0	tgi			RegulonDB	Confirmed		
G6494	G6800	1.0	tgi			RegulonDB	Confirmed		
G6494	G6801	1.0	tgi			RegulonDB	Confirmed		
G6494	G6802	1.0	tgi			RegulonDB	Confirmed		
G6494	G6803	1.0	tgi			RegulonDB	Confirmed		
G6494	G6804	1.0	tgi			RegulonDB	Confirmed		
G6494	G6805	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-13300	1.0	tgi			RegulonDB	Confirmed		
G6494	G6838	1.0	tgi			RegulonDB	Strong		
G6494	G6839	1.0	tgi			RegulonDB	Strong		
G6494	G6851	1.0	tgi			RegulonDB	Weak		
G6494	TU789	1.0	tgi			RegulonDB	Weak		
G6494	TU789	-1.0	tgi			RegulonDB	Weak		
G6494	G6866	1.0	tgi			RegulonDB	Weak		
G6494	G7128	1.0	tgi			RegulonDB	Confirmed		
G6494	G7145	1.0	tgi			RegulonDB	Weak		
G6494	G7263	1.0	tgi			RegulonDB	Strong		
G6494	G7264	1.0	tgi			RegulonDB	Strong		
G6494	G7300	1.0	tgi			RegulonDB	Weak		
G6494	G7301	1.0	tgi			RegulonDB	Weak		
G6494	G7302	1.0	tgi			RegulonDB	Weak		
G6494	G7303	1.0	tgi			RegulonDB	Weak		
G6494	G7304	1.0	tgi			RegulonDB	Weak		
G6494	G7305	1.0	tgi			RegulonDB	Weak		
G6494	G7306	1.0	tgi			RegulonDB	Weak		
G6494	G7307	1.0	tgi			RegulonDB	Weak		
G6494	G7308	1.0	tgi			RegulonDB	Weak		
G6494	G7309	1.0	tgi			RegulonDB	Weak		
G6494	TU0-3982	1.0	tgi			RegulonDB	Weak		
G6494	G7347	1.0	tgi			RegulonDB	Strong		
G6494	G7348	1.0	tgi			RegulonDB	Strong		
G6494	TU0-42472	1.0	tgi			RegulonDB	Weak		
G6494	G7394	1.0	tgi			RegulonDB	Strong		
G6494	G7425	-1.0	tgi			RegulonDB	Strong		
G6494	G7426	-1.0	tgi			RegulonDB	Strong		
G6494	G7427	-1.0	tgi			RegulonDB	Strong		
G6494	G7428	-1.0	tgi			RegulonDB	Strong		
G6494	G7429	-1.0	tgi			RegulonDB	Strong		
G6494	G7430	-1.0	tgi			RegulonDB	Strong		
G6494	TU0-13732	1.0	tgi			RegulonDB	Strong		
G6494	TU0-13757	1.0	tgi			RegulonDB	Strong		
G6494	TU0-13773	1.0	tgi			RegulonDB	Strong		
G6494	TU0-1963	1.0	tgi			RegulonDB	Weak		
G6494	TU0-1546	1.0	tgi			RegulonDB	Confirmed		
G6494	G7624	1.0	tgi			RegulonDB	Confirmed		
G6494	G7626	1.0	tgi			RegulonDB	Confirmed		
G6494	G7627	1.0	tgi			RegulonDB	Confirmed		
G6494	G7631	1.0	tgi			RegulonDB	Strong		
G6494	G7632	1.0	tgi			RegulonDB	Strong		
G6494	G7633	1.0	tgi			RegulonDB	Strong		
G6494	G7675	1.0	tgi			RegulonDB	Strong		
G6494	G7676	1.0	tgi			RegulonDB	Strong		
G6494	G7677	1.0	tgi			RegulonDB	Strong		
G6494	G7685	1.0	tgi			RegulonDB	Weak		
G6494	G7686	1.0	tgi			RegulonDB	Weak		
G6494	G7687	1.0	tgi			RegulonDB	Weak		
G6494	TU0-8759	-1.0	tgi			RegulonDB	Weak		
G6494	G7723	1.0	tgi			RegulonDB	Weak		
G6494	G7724	1.0	tgi			RegulonDB	Weak		
G6494	G7726	1.0	tgi			RegulonDB	Weak		
G6494	TU0-44200	1.0	tgi			RegulonDB	Weak		
G6494	G7736	1.0	tgi			RegulonDB	Strong		
G6494	G7737	1.0	tgi			RegulonDB	Strong		
G6494	G7738	1.0	tgi			RegulonDB	Strong		
G6494	G7739	1.0	tgi			RegulonDB	Strong		
G6494	G7747	1.0	tgi			RegulonDB	Weak		
G6494	TU0-14478	1.0	tgi			RegulonDB	Weak		
G6494	G7789	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-14431	1.0	tgi			RegulonDB	Strong		
G6494	G7856	1.0	tgi			RegulonDB	Strong		
G6494	G7858	1.0	tgi			RegulonDB	Strong		
G6494	G7859	1.0	tgi			RegulonDB	Strong		
G6494	G7860	1.0	tgi			RegulonDB	Strong		
G6494	TU0-93010	1.0	tgi			RegulonDB	Confirmed		
G6494	TU0-4924	1.0	tgi			RegulonDB	Weak		
G6494	G7892	1.0	tgi			RegulonDB	Weak		
G6494	G7893	1.0	tgi			RegulonDB	Weak		
G6494	G7910	1.0	tgi			RegulonDB	Weak		
G6494	G7911	1.0	tgi			RegulonDB	Weak		
G6494	G7912	1.0	tgi			RegulonDB	Weak		
G6494	G7913	1.0	tgi			RegulonDB	Strong		
G6494	G7914	1.0	tgi			RegulonDB	Strong		
G6494	G7915	1.0	tgi			RegulonDB	Strong		
G6494	TU0-14196	1.0	tgi			RegulonDB	Strong		
G6494	G7920	1.0	tgi			RegulonDB	Strong		
G6494	G7921	1.0	tgi			RegulonDB	Strong		
G6494	TU0-42491	1.0	tgi			RegulonDB	Strong		
G6494	TU0-14211	1.0	tgi			RegulonDB	Weak		
G6494	G7945	1.0	tgi			RegulonDB	Weak		
G6494	TU0-42551	1.0	tgi			RegulonDB	Weak		
G6494	G81	1.0	tgi			RegulonDB	Weak		
G6494	G8210	1.0	tgi			RegulonDB	Weak		
G6494	GB4478	1.0	tgi			RegulonDB	Confirmed		
G6494	M010	1.0	tgi			RegulonDB	Strong		
G6494	M011	1.0	tgi			RegulonDB	Strong		
G6494	M012	1.0	tgi			RegulonDB	Strong		
G6494	M013	1.0	tgi			RegulonDB	Strong		
G6494	M014	1.0	tgi			RegulonDB	Strong		
G6494	G0-10241	1.0	tgi			RegulonDB	Strong		
G6494	G0-10451	1.0	tgi			RegulonDB	Weak		
G6494	TU0-14238	1.0	tgi			RegulonDB	Weak		
G6494	G0-10653	-1.0	tgi			RegulonDB	Weak		
G6494	TU0-14769	1.0	tgi			RegulonDB	Weak		
G6494	G0-16680	-1.0	tgi			RegulonDB	Strong		
G6494	G0-16690	1.0	tgi			RegulonDB	Strong		
G6494	G0-17009	1.0	tgi			RegulonDB	Strong		
G6494	G0-17078	1.0	tgi			RegulonDB	Strong		
G6494	G0-17083	1.0	tgi			RegulonDB	Weak		
G6494	G0-17082	1.0	tgi			RegulonDB	Confirmed		
G6852	TU0-4782	-1.0	tgi			RegulonDB	Strong		
G6852	TU00091	-1.0	tgi			RegulonDB	Strong		
G6852	EG10567	-1.0	tgi			RegulonDB	Weak		
G6852	EG10568	-1.0	tgi			RegulonDB	Weak		
G6852	EG10569	-1.0	tgi			RegulonDB	Weak		
G6852	TU0-1141	-1.0	tgi			RegulonDB	Strong		
G6852	EG10788	-1.0	tgi			RegulonDB	Strong		
G6852	EG10789	-1.0	tgi			RegulonDB	Strong		
G6852	G6851	-1.0	tgi			RegulonDB	Strong		
G6852	TU789	-1.0	tgi			RegulonDB	Strong		
EG10133	TU0-14513	1.0	tgi			RegulonDB	Strong		
EG10133	EG10132	1.0	tgi			RegulonDB	Strong		
EG10133	TU00118	1.0	tgi			RegulonDB	Weak		
G7072	TU0-13885	-1.0	tgi			RegulonDB	Strong		
G7072	EG10023	-1.0	tgi			RegulonDB	Strong		
G7072	TU00385	1.0	tgi			RegulonDB	Strong		
G7072	TU0-6422	-1.0	tgi			RegulonDB	Strong		
G7072	EG10041	-1.0	tgi			RegulonDB	Strong		
G7072	TU0-14162	1.0	tgi			RegulonDB	Strong		
G7072	TU00075	-1.0	tgi			RegulonDB	Strong		
G7072	TU00076	-1.0	tgi			RegulonDB	Strong		
G7072	EG10057	-1.0	tgi			RegulonDB	Strong		
G7072	TU0-42694	-1.0	tgi			RegulonDB	Strong		
G7072	EG10077	-1.0	tgi			RegulonDB	Strong		
G7072	EG10078	-1.0	tgi			RegulonDB	Strong		
G7072	TU00112	-1.0	tgi			RegulonDB	Strong		
G7072	TU00113	-1.0	tgi			RegulonDB	Strong		
G7072	EG10113	1.0	tgi			RegulonDB	Strong		
G7072	EG10114	-1.0	tgi			RegulonDB	Strong		
