Object_from	Object_to	Effect	Mechanism	Link	References	Sources	Description	IF	IF_score
EG10317	G6494	-1.0	tti			RegulonDB	Strong		
EG10317	G8221	-1.0	tti			RegulonDB	Strong		
EG10317	EG10166	1.0	tti			RegulonDB	Strong		
EG10317	EG10235	-1.0	tti			RegulonDB	Strong		
EG10317	EG10317	-1.0	tti			RegulonDB	Strong		
EG10317	EG12243	-1.0	tti			RegulonDB	Weak		
EG10317	G7546	-1.0	tti			RegulonDB	Weak		
EG10317	EG10457	1.0	tti			RegulonDB	Strong		
EG10317	EG10466	1.0	tti			RegulonDB	Strong		
EG10317	EG10466	-1.0	tti			RegulonDB	Strong		
EG10317	EG11434	1.0	tti			RegulonDB	Confirmed		
EG10317	EG11435	1.0	tti			RegulonDB	Confirmed		
EG10317	EG10571	1.0	tti			RegulonDB	Confirmed		
EG10317	EG11249;EG10571	1.0	tti			RegulonDB	Confirmed		
EG10317	EG10385	1.0	tti			RegulonDB	Strong		
EG10317	EG20253	-1.0	tti			RegulonDB	Weak		
EG11366	EG11434	1.0	tti			RegulonDB	Confirmed		
EG11366	EG11435	1.0	tti			RegulonDB	Confirmed		
EG11366	EG11366	-1.0	tti			RegulonDB	Strong		
EG11042	EG11042	-1.0	tti			RegulonDB	Weak		
EG10490	EG10490	-1.0	tti			RegulonDB	Weak		
EG10490	EG10235	1.0	tti			RegulonDB	Strong		
EG10020	EG11618	1.0	tti			RegulonDB	Strong		
EG10020	EG10020	1.0	tti			RegulonDB	Strong		
EG10020	G6546	-1.0	tti			RegulonDB	Strong		
EG10020	EG11434	1.0	tti			RegulonDB	Strong		
EG10020	EG11435	1.0	tti			RegulonDB	Strong		
G6395	EG10643	1.0	tti			RegulonDB	Strong		
EG10325	EG10061	1.0	tti			RegulonDB	Strong		
EG10325	EG10061	-1.0	tti			RegulonDB	Weak		
EG10325	EG10133	1.0	tti			RegulonDB	Weak		
EG10325	G6088	1.0	tti			RegulonDB	Weak		
EG10325	G7826	1.0	tti			RegulonDB	Weak		
EG10325	G6346	-1.0	tti			RegulonDB	Weak		
EG10325	EG10325	1.0	tti			RegulonDB	Strong		
EG10325	EG10325	-1.0	tti			RegulonDB	Confirmed		
EG10325	EG10474	1.0	tti			RegulonDB	Strong		
EG10325	EG12242	-1.0	tti			RegulonDB	Weak		
EG10325	EG12243	-1.0	tti			RegulonDB	Weak		
EG10325	G7308	-1.0	tti			RegulonDB	Weak		
EG10325	G7072	-1.0	tti			RegulonDB	Weak		
EG10325	EG10643	-1.0	tti			RegulonDB	Strong		
EG10325	G7594	1.0	tti			RegulonDB	Weak		
EG10325	EG11519	1.0	tti			RegulonDB	Strong		
EG10325	EG11088	1.0	tti			RegulonDB	Strong		
EG10325	EG11088	-1.0	tti			RegulonDB	Strong		
EG10325	EG10957	-1.0	tti			RegulonDB	Weak		
EG10325	EG10958	-1.0	tti			RegulonDB	Weak		
EG10325	EG10989	1.0	tti			RegulonDB	Weak		
EG10325	EG12031	-1.0	tti			RegulonDB	Weak		
G6494	G7688	-1.0	tti			RegulonDB	Weak		
G6494	EG10054	1.0	tti			RegulonDB	Confirmed		
G6494	G6494	1.0	tti			RegulonDB	Confirmed		
G6494	G6494	-1.0	tti			RegulonDB	Confirmed		
G6494	G8221	1.0	tti			RegulonDB	Confirmed		
G6494	G8221	-1.0	tti			RegulonDB	Confirmed		
G6494	G6088	1.0	tti			RegulonDB	Weak		
G6494	EG10143	1.0	tti			RegulonDB	Strong		
G6494	G6569	-1.0	tti			RegulonDB	Strong		
G6494	G6546	1.0	tti			RegulonDB	Weak		
G6494	EG11849	1.0	tti			RegulonDB	Strong		
G6494	EG11849	-1.0	tti			RegulonDB	Strong		
G6494	EG10200	1.0	tti			RegulonDB	Strong		
G6494	EG10200	-1.0	tti			RegulonDB	Strong		
G6494	G7826	1.0	tti			RegulonDB	Strong		
G6494	G7789	1.0	tti			RegulonDB	Confirmed		
G6494	G6346	-1.0	tti			RegulonDB	Weak		
G6494	EG12739	-1.0	tti			RegulonDB	Weak		
G6494	G6706	1.0	tti			RegulonDB	Weak		
G6494	EG10317	1.0	tti			RegulonDB	Strong		
G6494	EG10317	-1.0	tti			RegulonDB	Strong		
G6494	EG10320	1.0	tti			RegulonDB	Strong		
G6494	G7727	1.0	tti			RegulonDB	Weak		
G6494	EG10353	1.0	tti			RegulonDB	Confirmed		
G6494	EG10359	1.0	tti			RegulonDB	Strong		
G6494	EG11544	-1.0	tti			RegulonDB	Strong		
G6494	EG10821;EG11544	-1.0	tti			RegulonDB	Strong		
G6494	EG12243	-1.0	tti			RegulonDB	Weak		
G6494	EG10365	1.0	tti			RegulonDB	Strong		
G6494	G7546	1.0	tti			RegulonDB	Weak		
G6494	EG10400	1.0	tti			RegulonDB	Strong		
G6494	EG10972	1.0	tti			RegulonDB	Weak		
G6494	EG10466	1.0	tti			RegulonDB	Strong		
G6494	G6749	1.0	tti			RegulonDB	Weak		
G6494	G7308	1.0	tti			RegulonDB	Weak		
G6494	G7891	1.0	tti			RegulonDB	Weak		
G6494	EG10525	1.0	tti			RegulonDB	Strong		
G6494	G6799	1.0	tti			RegulonDB	Confirmed		
G6494	EG10557	1.0	tti			RegulonDB	Confirmed		
G6494	EG10557	-1.0	tti			RegulonDB	Confirmed		
G6494	EG10562	1.0	tti			RegulonDB	Strong		
G6494	EG11434	1.0	tti			RegulonDB	Weak		
G6494	EG11435	1.0	tti			RegulonDB	Weak		
G6494	EG10571	1.0	tti			RegulonDB	Confirmed		
G6494	EG11249;EG10571	1.0	tti			RegulonDB	Confirmed		
G6494	EG11230	1.0	tti			RegulonDB	Strong		
G6494	G6201	1.0	tti			RegulonDB	Strong		
G6494	G6852	1.0	tti			RegulonDB	Weak		
G6494	G6852	-1.0	tti			RegulonDB	Weak		
G6494	EG10636	1.0	tti			RegulonDB	Confirmed		
G6494	EG10636	-1.0	tti			RegulonDB	Confirmed		
G6494	EG10385	1.0	tti			RegulonDB	Weak		
G6494	EG10385	-1.0	tti			RegulonDB	Strong		
G6494	EG10672	1.0	tti			RegulonDB	Confirmed		
G6494	EG10672	-1.0	tti			RegulonDB	Confirmed		
G6494	EG10681	1.0	tti			RegulonDB	Weak		
G6494	EG11088	1.0	tti			RegulonDB	Weak		
G6494	EG12278	-1.0	tti			RegulonDB	Strong		
G6494	G6195	1.0	tti			RegulonDB	Confirmed		
G6494	EG12431	-1.0	tti			RegulonDB	Weak		
G6494	EG10819	1.0	tti			RegulonDB	Weak		
G6494	EG10842	1.0	tti			RegulonDB	Confirmed		
G6494	EG10843	1.0	tti			RegulonDB	Confirmed		
G6494	EG10974	1.0	tti			RegulonDB	Weak		
G6494	EG10989	1.0	tti			RegulonDB	Confirmed		
G6494	EG20249	1.0	tti			RegulonDB	Weak		
G6494	EG20253	1.0	tti			RegulonDB	Weak		
G6494	EG10482	1.0	tti			RegulonDB	Weak		
G6852	EG10562	-1.0	tti			RegulonDB	Strong		
G6852	G6852	-1.0	tti			RegulonDB	Strong		
EG10133	EG10133	1.0	tti			RegulonDB	Weak		
G7072	G6276	1.0	tti			RegulonDB	Strong		
G7072	EG10093	-1.0	tti			RegulonDB	Strong		
G7072	G6088	-1.0	tti			RegulonDB	Strong		
G7072	EG12335	-1.0	tti			RegulonDB	Strong		
G7072	EG11421	-1.0	tti			RegulonDB	Strong		
G7072	G6628	1.0	tti			RegulonDB	Strong		
G7072	G6109;G6110	-1.0	tti			RegulonDB	Strong		
G7072	EG10235	-1.0	tti			RegulonDB	Strong		
G7072	EG11609	-1.0	tti			RegulonDB	Strong		
G7072	G6706	1.0	tti			RegulonDB	Weak		
G7072	G6706	-1.0	tti			RegulonDB	Strong		
G7072	EG11544	1.0	tti			RegulonDB	Strong		
G7072	EG10821;EG11544	1.0	tti			RegulonDB	Strong		
G7072	EG12243	-1.0	tti			RegulonDB	Strong		
G7072	EG10466	1.0	tti			RegulonDB	Strong		
G7072	G7331	1.0	tti			RegulonDB	Strong		
G7072	G7057	-1.0	tti			RegulonDB	Strong		
G7072	G7003	-1.0	tti			RegulonDB	Strong		
G7072	EG10531	-1.0	tti			RegulonDB	Strong		
G7072	EG10547	-1.0	tti			RegulonDB	Strong		
G7072	EG10551	-1.0	tti			RegulonDB	Strong		
G7072	EG10557	-1.0	tti			RegulonDB	Strong		
G7072	EG11435	1.0	tti			RegulonDB	Strong		
G7072	EG10591	-1.0	tti			RegulonDB	Strong		
G7072	G7072	-1.0	tti			RegulonDB	Strong		
G7072	EG10672	-1.0	tti			RegulonDB	Strong		
G7072	EG11236	-1.0	tti			RegulonDB	Strong		
G7072	EG10728	-1.0	tti			RegulonDB	Strong		
G7072	EG10820	-1.0	tti			RegulonDB	Strong		
G7072	EG10935	-1.0	tti			RegulonDB	Strong		
G7072	EG10974	-1.0	tti			RegulonDB	Strong		
G7072	EG10989	-1.0	tti			RegulonDB	Strong		
G7072	EG10992	-1.0	tti			RegulonDB	Strong		
G7072	EG11051	-1.0	tti			RegulonDB	Strong		
G7072	EG11140	-1.0	tti			RegulonDB	Strong		
G7072	EG11146	-1.0	tti			RegulonDB	Strong		
G7072	G6737	1.0	tti			RegulonDB	Strong		
G7072	G0-9121;EG12844	-1.0	tti			RegulonDB	Strong		
EG10457	EG11966	-1.0	tti			RegulonDB	Strong		
EG10457	EG10050	-1.0	tti			RegulonDB	Strong		
EG10457	EG10125	-1.0	tti			RegulonDB	Weak		
EG10457	EG10133	-1.0	tti			RegulonDB	Strong		
EG10457	G6088	-1.0	tti			RegulonDB	Weak		
EG10457	G6546	-1.0	tti			RegulonDB	Strong		
EG10457	EG10166	-1.0	tti			RegulonDB	Strong		
EG10457	EG11609	-1.0	tti			RegulonDB	Strong		
EG10457	EG10320	1.0	tti			RegulonDB	Strong		
EG10457	EG11356	1.0	tti			RegulonDB	Weak		
EG10457	EG11544	-1.0	tti			RegulonDB	Strong		
EG10457	EG10821;EG11544	-1.0	tti			RegulonDB	Strong		
EG10457	EG12242	-1.0	tti			RegulonDB	Strong		
EG10457	EG12243	-1.0	tti			RegulonDB	Strong		
EG10457	EG10972	1.0	tti			RegulonDB	Weak		
EG10457	EG10457	-1.0	tti			RegulonDB	Strong		
EG10457	EG11449	-1.0	tti			RegulonDB	Strong		
EG10457	EG10531	-1.0	tti			RegulonDB	Strong		
EG10457	EG10547	-1.0	tti			RegulonDB	Strong		
EG10457	EG10571	1.0	tti			RegulonDB	Weak		
EG10457	EG11249;EG10571	1.0	tti			RegulonDB	Weak		
EG10457	EG11078	-1.0	tti			RegulonDB	Weak		
EG10457	EG11236	-1.0	tti			RegulonDB	Weak		
EG10457	EG10820	-1.0	tti			RegulonDB	Strong		
EG10457	EG10821	-1.0	tti			RegulonDB	Strong		
EG10457	G7948;EG10821	-1.0	tti			RegulonDB	Strong		
EG10457	EG10974	1.0	tti			RegulonDB	Weak		
EG10457	EG11554	-1.0	tti			RegulonDB	Strong		
EG10457	G6789	-1.0	tti			RegulonDB	Strong		
EG10457	G7947	-1.0	tti			RegulonDB	Strong		
EG10958	G6247	1.0	tti			RegulonDB	Strong		
EG10958	EG10359	1.0	tti			RegulonDB	Confirmed		
EG10958	EG11434	1.0	tti			RegulonDB	Strong		
EG10958	EG11435	1.0	tti			RegulonDB	Strong		
EG10958	EG11366	-1.0	tti			RegulonDB	Strong		
EG10958	EG10958	-1.0	tti			RegulonDB	Confirmed		
EG10681	EG10359	1.0	tti			RegulonDB	Confirmed		
EG10681	EG10591	1.0	tti			RegulonDB	Strong		
EG10681	EG10681	-1.0	tti			RegulonDB	Confirmed		
EG10728	EG10490	1.0	tti			RegulonDB	Weak		
EG10728	EG10338	-1.0	tti			RegulonDB	Weak		
EG10728	G6319	1.0	tti			RegulonDB	Strong		
EG10728	G6706	-1.0	tti			RegulonDB	Strong		
EG10728	EG12242	1.0	tti			RegulonDB	Weak		
EG10728	EG12243	1.0	tti			RegulonDB	Weak		
EG10728	EG10728	1.0	tti			RegulonDB	Strong		
EG10728	G6195	-1.0	tti			RegulonDB	Strong		
EG10728	G6814	1.0	tti			RegulonDB	Strong		
EG10184	G7071	1.0	tti			RegulonDB	Strong		
EG10184	EG10184	-1.0	tti			RegulonDB	Weak		
EG10821	EG12243	-1.0	tti			RegulonDB	Confirmed		
EG10821	G6789	1.0	tti			RegulonDB	Weak		
EG12123	EG10320	-1.0	tti			RegulonDB	Strong		
EG12123	EG10531	1.0	tti			RegulonDB	Strong		
EG12123	EG12123	1.0	tti			RegulonDB	Strong		
EG10061	EG10050	1.0	tti			RegulonDB	Weak		
EG10061	EG10061	1.0	tti			RegulonDB	Strong		
EG10061	EG10070	1.0	tti			RegulonDB	Strong		
EG10061	EG10111	-1.0	tti			RegulonDB	Weak		
EG10061	G6346	1.0	tti			RegulonDB	Weak		
EG10061	EG10325	-1.0	tti			RegulonDB	Weak		
EG10061	EG11544	1.0	tti			RegulonDB	Strong		
EG10061	EG10821;EG11544	1.0	tti			RegulonDB	Strong		
EG10061	EG12243	1.0	tti			RegulonDB	Weak		
EG10061	G7546	-1.0	tti			RegulonDB	Confirmed		
EG10061	EG11962	-1.0	tti			RegulonDB	Strong		
EG10061	EG10801	-1.0	tti			RegulonDB	Strong		
EG10061	EG12431	-1.0	tti			RegulonDB	Weak		
EG10061	G6864	1.0	tti			RegulonDB	Strong		
EG10061	EG20253	1.0	tti			RegulonDB	Weak		
EG11078	EG11078	1.0	tti			RegulonDB	Strong		
EG10547	EG11811	-1.0	tti			RegulonDB	Strong		
EG10547	EG10034	-1.0	tti			RegulonDB	Weak		
EG10547	EG10070	1.0	tti			RegulonDB	Weak		
EG10547	EG10070	-1.0	tti			RegulonDB	Weak		
EG10547	G7071	1.0	tti			RegulonDB	Weak		
EG10547	EG10184	-1.0	tti			RegulonDB	Weak		
EG10547	EG12242	1.0	tti			RegulonDB	Weak		
EG10547	EG12242	-1.0	tti			RegulonDB	Weak		
EG10547	EG10531	1.0	tti			RegulonDB	Weak		
EG10547	EG10531	-1.0	tti			RegulonDB	Weak		
EG10547	EG12123	1.0	tti			RegulonDB	Strong		
EG10547	EG10547	-1.0	tti			RegulonDB	Strong		
EG10547	EG10562	1.0	tti			RegulonDB	Weak		
EG10547	G7072	1.0	tti			RegulonDB	Weak		
EG10547	G7575	-1.0	tti			RegulonDB	Weak		
EG10547	EG10898	-1.0	tti			RegulonDB	Weak		
EG10547	G6882	1.0	tti			RegulonDB	Weak		
EG10547	G6882	-1.0	tti			RegulonDB	Weak		
EG10547	EG10958	1.0	tti			RegulonDB	Weak		
EG10547	EG11554	1.0	tti			RegulonDB	Confirmed		
EG10547	EG11042	1.0	tti			RegulonDB	Weak		
EG10547	EG11042	-1.0	tti			RegulonDB	Strong		
EG10547	G6638	1.0	tti			RegulonDB	Weak		
EG10547	EG12031	1.0	tti			RegulonDB	Weak		
EG10547	G7573	1.0	tti			RegulonDB	Weak		
EG10547	G7573	-1.0	tti			RegulonDB	Weak		
EG10547	EG11969	1.0	tti			RegulonDB	Weak		
G7308	G7308	1.0	tti			RegulonDB	Weak		
EG10474	EG10474	1.0	tti			RegulonDB	Strong		
EG10474	G7308	1.0	tti			RegulonDB	Weak		
EG12344	EG12344	-1.0	tti			RegulonDB	Strong		
EG11434	G6247	1.0	tti			RegulonDB	Weak		
EG11434	EG11434	1.0	tti			RegulonDB	Confirmed		
EG11434	EG11435	1.0	tti			RegulonDB	Confirmed		
EG11434	EG10801	1.0	tti			RegulonDB	Weak		
EG11434	EG11366	-1.0	tti			RegulonDB	Confirmed		
G7326	G7326	-1.0	tti			RegulonDB	Confirmed		
G7546	G7546	-1.0	tti			RegulonDB	Strong		
EG12243	EG11544	1.0	tti			RegulonDB	Strong		
EG12243	EG10821;EG11544	1.0	tti			RegulonDB	Strong		
EG12243	EG12242	1.0	tti			RegulonDB	Weak		
EG12243	EG12242	-1.0	tti			RegulonDB	Strong		
EG12243	EG12243	1.0	tti			RegulonDB	Strong		
EG12243	EG10457	1.0	tti			RegulonDB	Weak		
EG12242	EG11544	1.0	tti			RegulonDB	Weak		
EG12242	EG10821;EG11544	1.0	tti			RegulonDB	Weak		
EG12242	EG12242	-1.0	tti			RegulonDB	Weak		
EG12242	EG12243	1.0	tti			RegulonDB	Strong		
EG12242	EG12243	-1.0	tti			RegulonDB	Strong		
EG10731	EG10184	1.0	tti			RegulonDB	Weak		
EG10731	EG11544	1.0	tti			RegulonDB	Weak		
EG10731	EG10821;EG11544	1.0	tti			RegulonDB	Weak		
EG10731	EG12242	1.0	tti			RegulonDB	Strong		
EG10731	EG10731	1.0	tti			RegulonDB	Strong		
EG10731	EG10731	-1.0	tti			RegulonDB	Strong		
EG10731	G6864	1.0	tti			RegulonDB	Strong		
EG10731	EG12202	-1.0	tti			RegulonDB	Confirmed		
EG10731	G6789	-1.0	tti			RegulonDB	Strong		
EG10643	G6088	-1.0	tti			RegulonDB	Weak		
EG10643	G7826	-1.0	tti			RegulonDB	Strong		
EG10643	G6346	-1.0	tti			RegulonDB	Weak		
EG10643	EG11519	-1.0	tti			RegulonDB	Weak		
G6720	G6720	-1.0	tti			RegulonDB	Strong		
EG11609	EG11609	1.0	tti			RegulonDB	Strong		
EG11609	EG11544	1.0	tti			RegulonDB	Strong		
EG11609	EG10821;EG11544	1.0	tti			RegulonDB	Strong		
EG11609	G6789	1.0	tti			RegulonDB	Strong		
EG10603	EG10603	-1.0	tti			RegulonDB	Strong		
EG10070	EG10070	-1.0	tti			RegulonDB	Confirmed		
EG10070	EG10547	-1.0	tti			RegulonDB	Strong		
EG10070	EG11554	-1.0	tti			RegulonDB	Strong		
EG10281	EG10275	1.0	tti			RegulonDB	Strong		
EG10281	EG10281	1.0	tti			RegulonDB	Weak		
EG10281	EG10491	1.0	tti			RegulonDB	Confirmed		
EG10935	EG12242	1.0	tti			RegulonDB	Weak		
EG10491	EG10491	-1.0	tti			RegulonDB	Strong		
EG10235	EG10235	1.0	tti			RegulonDB	Confirmed		
EG10235	EG10235	-1.0	tti			RegulonDB	Confirmed		
EG10636	EG10143	-1.0	tti			RegulonDB	Confirmed		
EG10636	EG11218	-1.0	tti			RegulonDB	Weak		
EG10636	EG10636	-1.0	tti			RegulonDB	Confirmed		
EG12108	EG12108	-1.0	tti			RegulonDB	Confirmed		
G6319	G6319	1.0	tti			RegulonDB	Strong		
EG11109	EG11109	-1.0	tti			RegulonDB	Strong		
EG12335	EG12335	1.0	tti			RegulonDB	Weak		
G7821	G7821	-1.0	tti			RegulonDB	Weak		
EG10801	EG10801	-1.0	tti			RegulonDB	Confirmed		
EG10143	EG10143	1.0	tti			RegulonDB	Strong		
EG10143	EG10143	-1.0	tti			RegulonDB	Strong		
EG12386	EG10133	1.0	tti			RegulonDB	Strong		
EG12386	EG12694	-1.0	tti			RegulonDB	Strong		
EG12386	EG12242	-1.0	tti			RegulonDB	Strong		
EG12386	EG12243	1.0	tti			RegulonDB	Strong		
EG12386	EG11795	-1.0	tti			RegulonDB	Strong		
EG12386	EG11088	1.0	tti			RegulonDB	Strong		
EG12386	G6789	1.0	tti			RegulonDB	Strong		
EG12386	G7573	-1.0	tti			RegulonDB	Strong		
EG12386	G7947	-1.0	tti			RegulonDB	Strong		
EG12386	G7563	-1.0	tti			RegulonDB	Strong		
EG12386	EG10482	-1.0	tti			RegulonDB	Strong		
EG11544	EG11544	1.0	tti			RegulonDB	Strong		
EG11544	EG10821;EG11544	1.0	tti			RegulonDB	Strong		
EG11544	EG12242	1.0	tti			RegulonDB	Strong		
EG11544	EG12243	1.0	tti			RegulonDB	Strong		
EG11544	EG10547	1.0	tti			RegulonDB	Weak		
EG11544	EG10820	1.0	tti			RegulonDB	Strong		
EG12630	G7891	-1.0	tti			RegulonDB	Weak		
G7891	G7891	1.0	tti			RegulonDB	Weak		
EG12739	EG12739	-1.0	tti			RegulonDB	Strong		
EG12739	EG20249	-1.0	tti			RegulonDB	Weak		
EG20249	EG12739	-1.0	tti			RegulonDB	Strong		
EG20249	EG20249	-1.0	tti			RegulonDB	Weak		
G6867	G6867	-1.0	tti			RegulonDB	Weak		
EG11029	EG11029	-1.0	tti			RegulonDB	Strong		
EG11088	EG11084	-1.0	tti			RegulonDB	Strong		
EG11088	EG11088	-1.0	tti			RegulonDB	Confirmed		
EG11449	EG10320	-1.0	tti			RegulonDB	Strong		
G6882	EG10531	1.0	tti			RegulonDB	Strong		
G6882	G6882	1.0	tti			RegulonDB	Strong		
G7575	EG10235	-1.0	tti			RegulonDB	Strong		
G7575	G6706	1.0	tti			RegulonDB	Weak		
G7575	G6706	-1.0	tti			RegulonDB	Weak		
G7575	EG10320	1.0	tti			RegulonDB	Weak		
G7575	G7575	1.0	tti			RegulonDB	Strong		
G6789	EG11544	1.0	tti			RegulonDB	Strong		
G6789	EG10821;EG11544	1.0	tti			RegulonDB	Strong		
G6789	EG12242	1.0	tti			RegulonDB	Strong		
G6789	EG11078	1.0	tti			RegulonDB	Strong		
G6789	G6789	-1.0	tti			RegulonDB	Weak		
EG10054	EG10054	1.0	tti			RegulonDB	Confirmed		
EG10054	EG10054	-1.0	tti			RegulonDB	Confirmed		
EG10843	EG10842	1.0	tti			RegulonDB	Strong		
EG10843	EG10842	3.0	tti			RegulonDB	Strong		
EG10843	EG10843	1.0	tti			RegulonDB	Strong		
EG10843	EG10843	3.0	tti			RegulonDB	Strong		
EG11230	EG11230	1.0	tti			RegulonDB	Confirmed		
EG11230	EG11230	-1.0	tti			RegulonDB	Confirmed		
EG10200	EG10200	-1.0	tti			RegulonDB	Strong		
EG11795	EG11795	-1.0	tti			RegulonDB	Confirmed		
EG12615	EG12243	-1.0	tti			RegulonDB	Weak		
EG12615	EG12615	-1.0	tti			RegulonDB	Confirmed		
G7630	G7630	-1.0	tti			RegulonDB	Strong		
EG10029	EG10029	1.0	tti			RegulonDB	Confirmed		
EG10029	EG10029	-1.0	tti			RegulonDB	Confirmed		
EG10029	EG11811	1.0	tti			RegulonDB	Strong		
EG10365	EG10364	-1.0	tti			RegulonDB	Weak		
EG10365	EG10365	-1.0	tti			RegulonDB	Weak		
EG10364	EG10364	-1.0	tti			RegulonDB	Strong		
EG10364	EG10365	-1.0	tti			RegulonDB	Weak		
EG10533	G6109;G6110	-1.0	tti			RegulonDB	Weak		
EG10533	EG10533	-1.0	tti			RegulonDB	Confirmed		
EG10533	EG11140	-1.0	tti			RegulonDB	Weak		
EG10591	EG10591	-1.0	tti			RegulonDB	Strong		
EG10800	EG10800	-1.0	tti			RegulonDB	Confirmed		
EG10842	EG10842	1.0	tti			RegulonDB	Confirmed		
EG10842	EG10843	1.0	tti			RegulonDB	Confirmed		
EG10503	EG10503	-1.0	tti			RegulonDB	Confirmed		
EG12112	EG10728	-1.0	tti			RegulonDB	Weak		
EG10093	EG10093	-1.0	tti			RegulonDB	Weak		
EG10111	EG10111	-1.0	tti			RegulonDB	Confirmed		
EG10166	EG10457	1.0	tti			RegulonDB	Strong		
EG11421	EG11421	-1.0	tti			RegulonDB	Strong		
EG13161	EG13161	-1.0	tti			RegulonDB	Weak		
EG10338	EG10111	1.0	tti			RegulonDB	Weak		
EG10338	G6494	1.0	tti			RegulonDB	Confirmed		
EG10338	G8221	1.0	tti			RegulonDB	Confirmed		
EG10338	G6546	1.0	tti			RegulonDB	Confirmed		
EG10338	G7546	-1.0	tti			RegulonDB	Weak		
EG10338	EG11434	-1.0	tti			RegulonDB	Weak		
EG10338	EG11435	-1.0	tti			RegulonDB	Weak		
EG10338	EG11236	-1.0	tti			RegulonDB	Strong		
EG10338	EG11088	-1.0	tti			RegulonDB	Weak		
EG10353	EG10353	1.0	tti			RegulonDB	Weak		
EG10972	EG10972	1.0	tti			RegulonDB	Weak		
EG10972	EG10974	1.0	tti			RegulonDB	Weak		
EG10974	EG10972	-1.0	tti			RegulonDB	Weak		
EG10974	EG10974	-1.0	tti			RegulonDB	Weak		
EG10531	EG10133	-1.0	tti			RegulonDB	Weak		
EG10531	EG10531	1.0	tti			RegulonDB	Confirmed		
EG10531	EG10531	-1.0	tti			RegulonDB	Confirmed		
EG10531	G7948;EG10821	1.0	tti			RegulonDB	Strong		
EG10531	G7947	1.0	tti			RegulonDB	Strong		
EG10551	EG10551	-1.0	tti			RegulonDB	Weak		
EG11435	EG11434	-1.0	tti			RegulonDB	Confirmed		
EG11435	EG11435	-1.0	tti			RegulonDB	Confirmed		
EG10819	EG10819	-1.0	tti			RegulonDB	Strong		
EG10957	EG10957	-1.0	tti			RegulonDB	Confirmed		
EG10957	EG10958	1.0	tti			RegulonDB	Confirmed		
EG10989	EG10989	1.0	tti			RegulonDB	Strong		
EG10992	EG10989	1.0	tti			RegulonDB	Strong		
G6546	G6546	1.0	tti			RegulonDB	Strong		
G6546	EG11356	-1.0	tti			RegulonDB	Strong		
EG10557	EG10557	-1.0	tti			RegulonDB	Strong		
EG12031	EG12031	1.0	tti			RegulonDB	Weak		
EG20253	EG10054	-1.0	tti			RegulonDB	Strong		
EG20253	EG20253	1.0	tti			RegulonDB	Strong		
EG11962	EG11962	1.0	tti			RegulonDB	Confirmed		
EG11962	EG11962	-1.0	tti			RegulonDB	Confirmed		
EG12278	EG12278	-1.0	tti			RegulonDB	Confirmed		
EG10482	EG12739	1.0	tti			RegulonDB	Strong		
EG10482	EG12242	1.0	tti			RegulonDB	Strong		
EG10482	EG10482	1.0	tti			RegulonDB	Confirmed		
EG11966	EG12243	1.0	tti			RegulonDB	Strong		
G6195	G6195	-1.0	tti			RegulonDB	Weak		
G7331	G7331	-1.0	tti			RegulonDB	Strong		
G6276	G6274	-1.0	tti			RegulonDB	Confirmed		
G6799	G6799	-1.0	tti			RegulonDB	Confirmed		
EG11618	EG11618	1.0	tti			RegulonDB	Strong		
G6628	G6628	-1.0	tti			RegulonDB	Weak		
EG12116	EG12116	-1.0	tti			RegulonDB	Confirmed		
EG12116	EG10320	-1.0	tti			RegulonDB	Weak		
EG12116	EG11434	-1.0	tti			RegulonDB	Strong		
EG12116	EG11435	-1.0	tti			RegulonDB	Strong		
EG12116	EG10957	-1.0	tti			RegulonDB	Strong		
EG12116	EG10958	-1.0	tti			RegulonDB	Strong		
EG11212	EG13161	-1.0	tti			RegulonDB	Weak		
EG11212	G6706	-1.0	tti			RegulonDB	Weak		
EG11212	EG10474	-1.0	tti			RegulonDB	Weak		
EG11212	EG11356	-1.0	tti			RegulonDB	Strong		
EG11212	EG11131	-1.0	tti			RegulonDB	Weak		
EG11212	EG10547	-1.0	tti			RegulonDB	Weak		
EG11212	EG12108	-1.0	tti			RegulonDB	Weak		
EG10694	EG10694	-1.0	tti			RegulonDB	Strong		
EG10087	G6195	-1.0	tti			RegulonDB	Strong		
EG10442	G6494;EG10164	-1.0	tti			RegulonDB	Strong		
EG10442	EG10442	-1.0	tti			RegulonDB	Strong		
EG10442	EG10571	-1.0	tti			RegulonDB	Strong		
EG10442	EG11249;EG10571	-1.0	tti			RegulonDB	Strong		
EG10226	EG10226	1.0	tti			RegulonDB	Strong		
EG10125	G6546	1.0	tti			RegulonDB	Weak		
EG10034	EG10034	-1.0	tti			RegulonDB	Confirmed		
EG12235	EG12235	-1.0	tti			RegulonDB	Strong		
EG12094	EG12094	-1.0	tti			RegulonDB	Confirmed		
G7137	G7137	-1.0	tti			RegulonDB	Strong		
G6864	G6546	-1.0	tti			RegulonDB	Strong		
EG12301	EG12242	-1.0	tti			RegulonDB	Strong		
EG12301	EG12243	-1.0	tti			RegulonDB	Strong		
EG12301	G6889	-1.0	tti			RegulonDB	Strong		
EG12301	EG12301	-1.0	tti			RegulonDB	Confirmed		
G6346	EG10050	-1.0	tti			RegulonDB	Weak		
G6346	G6346	1.0	tti			RegulonDB	Strong		
EG11554	EG10531	-1.0	tti			RegulonDB	Weak		
